festival_id,name,festival_type,destination_id,destination_name,start_date,end_date
Q117599080,Australian Early Development Census,recurring event,Q408,Australia,,
Q122860685,Wiki Loves Monuments In Bangladesh,recurring event,Q902,Bangladesh,,
Q135497336,2025 Tasmanian government formation,recurring event,Q408,Australia,,
Q17049884,Bizhu,festival,Q902,Bangladesh,,
Q130712825,Nanocon,recurring event,Q408,Australia,,
Q130712727,GenghisCon,recurring event,Q408,Australia,,
Q10244,Diwali,festival,Q902,Bangladesh,,
Q130712631,Conquest,recurring event,Q408,Australia,,
Q24952301,CRACK International Art Camp,recurring event,Q902,Bangladesh,2007-12-23,
Q130712803,Medtrek,recurring event,Q408,Australia,,
Q110234453,Outback Queensland Masters,recurring event,Q408,Australia,,
Q96622031,Wiki Loves Folklore,recurring event,Q902,Bangladesh,,
Q112612996,AICon,recurring event,Q408,Australia,,
Q137739285,Battle of the Tech Bands,recurring event,Q408,Australia,,
Q16977968,Dhaka Lit Fest,recurring event,Q902,Bangladesh,2011-01-01,
Q136505028,Breakfest,recurring event,Q408,Australia,,
Q130712604,ConCave,recurring event,Q408,Australia,,
Q136353273,Dawn Service,ceremony,Q408,Australia,,
Q117749901,Behind the Lines,recurring event,Q408,Australia,,
Q123111273,Traditional Melbourne Toy Run,recurring event,Q408,Australia,,
Q130712730,Gynaecon,recurring event,Q408,Australia,,
Q130712626,Conflux,recurring event,Q408,Australia,,
Q136362355,Oranje Fest,festival,Q408,Australia,,
Q116893700,Classical Music Awards,recurring event,Q408,Australia,,
Q130712815,Multiverse,recurring event,Q408,Australia,,
Q5103471,Chobi Mela International Photography Festival,festival,Q902,Bangladesh,,
Q17014106,Pohela Falgun,festival,Q902,Bangladesh,,
Q136353266,Brookvale procession,ceremony,Q408,Australia,,
Q108553597,Wiki Loves Monuments in Australia,recurring event,Q408,Australia,,
Q123156556,Shimano Supercrit,recurring event,Q408,Australia,,
Q117802240,Russell Taylor Oration,recurring event,Q408,Australia,,
Q130712570,Aussie Gather,recurring event,Q408,Australia,,
Q127797242,Rugby League Las Vegas,recurring event,Q408,Australia,,
Q19891320,Dhaka International Trade Fair,recurring event,Q902,Bangladesh,1995-12-01,
Q130712717,Force,recurring event,Q408,Australia,,
Q112660157,Circulation,recurring event,Q408,Australia,,
Q130712769,Kinkon,recurring event,Q408,Australia,,
Q123159015,Broadford Bike Bonanza,recurring event,Q408,Australia,,
Q430574,Krishna Janmashtami,festival,Q902,Bangladesh,,
Q25588150,Sangrai,festival,Q902,Bangladesh,,
Q137517290,Warbirds Downunder,recurring event,Q408,Australia,,
Q132200592,Volume,recurring event,Q408,Australia,,
Q16886667,Sohrai,festival,Q902,Bangladesh,,
Q134792827,Cooly Rocks On,festival,Q408,Australia,,
Q112623631,Borderlands,recurring event,Q408,Australia,,
Q108417800,Wiki Loves Earth in Australia,recurring event,Q408,Australia,,
Q130712868,OmegaCon,recurring event,Q408,Australia,,
Q130712793,Manifest,recurring event,Q408,Australia,,
Q130712555,AVCon,recurring event,Q408,Australia,,
Q120653763,Australian Speedrun Marathon,recurring event,Q408,Australia,,
Q130712852,Nullus Anxietas,recurring event,Q408,Australia,,
Q105703284,Jatiya Pitha Utsab,festival,Q902,Bangladesh,,
Q125661229,Railfest,festival,Q408,Australia,,
Q130712643,Continuum,recurring event,Q408,Australia,,
Q112612933,Advention,recurring event,Q408,Australia,,
Q112617847,Basicon,recurring event,Q408,Australia,,
Q130712693,Fandomedia,recurring event,Q408,Australia,,
Q130712904,Q-Con,recurring event,Q408,Australia,,
Q130688600,Hill Film Festival,festival,Q902,Bangladesh,,
Q111944318,Rising,recurring event,Q408,Australia,2022-01-01,
Q133971207,Nazirpur Battle Day,recurring event,Q902,Bangladesh,,
Q136353321,Survival Festival Concert,festival,Q408,Australia,,
Q130712671,Eastercon,recurring event,Q408,Australia,,
Q136362417,Kultūras Dienas,festival,Q408,Australia,,
Q130712646,Convergence,recurring event,Q408,Australia,,
Q135489859,Keris Woomera,recurring event,Q408,Australia,,
Q134980164,junior parkrun,recurring event,Q408,Australia,,
Q116908266,Art Music Awards: Work of the Year: Orchestral,recurring event,Q408,Australia,,
Q116279995,Event Corey Worthington's Party,party,Q408,Australia,,
Q17065751,International Animation and Cartoon Festival,recurring event,Q902,Bangladesh,2013-01-01,
Q123325057,Wiki Loves Bangla,recurring event,Q902,Bangladesh,,
Q116908165,Art Music Awards: Work of the Year: Large Ensemble,recurring event,Q408,Australia,,
Q130712908,Ratcon,recurring event,Q408,Australia,,
Q136353331,Sydney Olympic Arts Festival 2000,festival,Q408,Australia,,
Q54587748,Time Festival,festival,Q31,Belgium,,
Q798911,MAfestival Brugge,festival,Q31,Belgium,,
Q65052355,VestiVille,festival,Q31,Belgium,,
Q12748851,Belgrade Jazz Festival,festival,Q3711,Belgrade,,
Q33106168,Festival International de la Marionette,festival,Q31,Belgium,,
Q56346275,Ichapekene Piesta,festival,Q750,Bolivia,,
Q33106169,Festival Bitume,festival,Q31,Belgium,,
Q86664758,Waterloo Historical Film Festival,festival,Q31,Belgium,,
Q94636784,Vitez fest,festival,Q3711,Belgrade,,
Q29946979,Republican Festival of National Cultures,festival,Q184,Belarus,,
Q17492841,Summer of Antwerp,festival,Q31,Belgium,,
Q51843934,Svyata Sontsa,festival,Q184,Belarus,,
Q33106180,Festival Charleroi,festival,Q31,Belgium,,
Q4882285,Belfast Festival at Queen's,festival,Q10686,Belfast,1962-01-01,
Q21013246,Ostend voor Anker,festival,Q31,Belgium,,
Q3074850,Foire de Liège,festival,Q31,Belgium,,
Q63979259,ACT Performance Art Festival,festival,Q70,Bern,,
Q54588230,VIA Festival,festival,Q31,Belgium,,
Q4393642,Republican Festival of National Cultures,festival,Q184,Belarus,,
Q572335,59th Berlin International Film Festival,festival,Q64,Berlin,,
Q805045,Balkan Black Box Festival,festival,Q64,Berlin,,
Q25405777,Thimphu Tshechu,festival,Q917,Bhutan,,
Q54803896,Playground,festival,Q31,Belgium,,
Q14226255,Minsk Gay Pride,festival,Q184,Belarus,,
Q4288600,International Festival Modern Choreography in Vitebsk,festival,Q184,Belarus,,
Q794887,Day of Belarusian Writing,festival,Q184,Belarus,,
Q2656379,Mano Mundo,festival,Q31,Belgium,,
Q24911461,Bet Lahem Live Festival,festival,Q5776,Bethlehem,,
Q33106173,Brugfestival,festival,Q31,Belgium,,
Q1421817,Prix Europa,festival,Q64,Berlin,,
Q55441924,Art festival Watou,festival,Q31,Belgium,,
Q3070008,Festival Temps d'images,festival,Q31,Belgium,,
Q18465047,Ch'utillos,festival,Q750,Bolivia,,
Q55356825,2006 Beaufort,festival,Q31,Belgium,2006-03-31,2006-09-03
Q1433233,Krakelingen and Tonnekensbrand Geraardsbergen,festival,Q31,Belgium,,
Q5511682,Fête du Vodoun,festival,Q962,Benin,,
Q3639930,Bilbolbul Festival,festival,Q1891,Bologna,,
Q33106166,Our House,festival,Q31,Belgium,,
Q17502535,Dozhynki in Belarus,festival,Q184,Belarus,,
Q3040732,ducasse,festival,Q31,Belgium,,
Q2927115,Festival Bruxellons!,festival,Q31,Belgium,,
Q63098987,De Quaeye Werelt,festival,Q31,Belgium,,
Q3092908,Celebrations at the University of Bologna in 1888,festival,Q1891,Bologna,,
Q25536445,Republican Festival of National Cultures,festival,Q184,Belarus,,
Q5445782,Festival of Fools,festival,Q10686,Belfast,,
Q4066281,Animajoŭka,festival,Q184,Belarus,,
Q55356809,2003 Beaufort,festival,Q31,Belgium,2003-04-05,2003-09-27
Q6345022,Kadalekai Parishe,festival,Q1355,Bengaluru,,
Q1773038,Bergen International Festival,festival,Q26793,Bergen,,
Q54803356,Corpusfestival,festival,Q31,Belgium,,
Q24075477,Festival Estéreo Picnic,festival,Q2841,Bogotá,,
Q11050247,MESAM,festival,Q3711,Belgrade,1984-01-01,1996-01-01
Q1408689,Festival of Flanders,festival,Q31,Belgium,,
Q19386234,Raptus,festival,Q26793,Bergen,,
Q28668761,Cheap Festival - Street Poster Art Festival,festival,Q1891,Bologna,,
Q2440929,Oud Limburgs Schuttersfeest,festival,Q31,Belgium,1876-01-01,
Q33106167,StraPatZen,festival,Q31,Belgium,,
Q33106174,Spots op West,festival,Q31,Belgium,,
Q17779336,Guitar Art Festival,festival,Q3711,Belgrade,,
Q25458984,Reader badge,festival,Q3711,Belgrade,,
Q3540271,Trolls & Legends,festival,Q31,Belgium,,
Q2123481,Kroningsfeesten,festival,Q31,Belgium,,
Q33106170,Wintervuurplein,festival,Q31,Belgium,,
Q58006044,Big Bang Festival,festival,Q31,Belgium,,
Q16034467,Massimadi,festival,Q31,Belgium,,
Q33100437,BRONKS,festival,Q31,Belgium,,
Q54577394,NEXT,festival,Q31,Belgium,,
Q891526,Bologna Children's Book Fair,recurring event,Q1891,Bologna,,
Q117087485,scenic art expo norway,festival,Q26793,Bergen,,
Q2284770,25 ans de circumambulation de l'Hegge,recurring event,Q31,Belgium,,
Q117087503,Bergenske Frynser,festival,Q26793,Bergen,,
Q376112,Knowledge Day,recurring event,Q184,Belarus,,
Q112053330,"BONE - Performance Festival 2012, Bern",festival,Q70,Bern,,
Q112185954,PPP ProgrPerformancePlattform 2017,festival,Q70,Bern,,
Q131275633,Popular al Parque,festival,Q2841,Bogotá,,
Q117087462,Oktoberdans,festival,Q26793,Bergen,,
Q23928779,Zillion,discothèque,Q31,Belgium,,
Q1133236,FLISOL,recurring event,Q750,Bolivia,,
Q115236242,Bergen Fringe Festival,festival,Q26793,Bergen,,
Q111984024,"BONE - Performance Festival 2014, Bern",festival,Q70,Bern,,
Q111983245,BONE - Performance Festival,festival,Q70,Bern,,
Q2922048,Omloop van de Fruitstreek,recurring event,Q31,Belgium,,
Q119002345,Bayard Steed Parade and the Parade of the three Giants,party,Q31,Belgium,,
Q13212982,Grand feu,party,Q31,Belgium,,
Q131597465,WeLove Eya,festival,Q962,Benin,,
Q111964052,"ACT Performance Art Festival 2007, Bern",festival,Q70,Bern,,
Q115236244,Brosteinsfestivalen,festival,Q26793,Bergen,,
Q124735415,Bacchus,festival,Q31,Belgium,,
Q128858925,Horizon 2030,festival,Q31,Belgium,,
Q111966913,"ACT Performance Art Festival 2012, Basel and Bern",festival,Q70,Bern,,
Q117087555,Dans - en fest!,festival,Q26793,Bergen,,
Q111964321,"ACT Performance Art Festival 2018, Bern",festival,Q70,Bern,,
Q475430,FOSDEM,recurring event,Q31,Belgium,,
Q2740503,Carré,discothèque,Q31,Belgium,,
Q109037780,Fête de Chicote au Bénin,festival,Q962,Benin,,
Q123010518,Saint-Evermarus celebration Rutten,party,Q31,Belgium,,
Q2894672,La Belle Alliance,discothèque,Q31,Belgium,,
Q111983274,"BONE - Performance Festival 2019, Bern",festival,Q70,Bern,,
Q662829,Eurocon,recurring event,Q31,Belgium,,
Q117087472,Norsk Dramatikk,festival,Q26793,Bergen,,
Q2485118,Grand Prix Dr. Eugeen Roggeman,recurring event,Q31,Belgium,,
Q4826093,Auto Assembly,recurring event,Q2256,Birmingham,,
Q117087478,Profiler '95,festival,Q26793,Bergen,,
Q131345426,Ouidah Voodoo Festival,festival,Q962,Benin,,
Q123010515,Historic archery in Flanders,party,Q31,Belgium,,
Q124611458,Chope Piesta Santísima Trinidad,festival,Q750,Bolivia,,
Q123529075,Black-necked Crane Festival,party,Q917,Bhutan,,
Q3425199,Libre Software Meeting,recurring event,Q31,Belgium,,
Q2307031,Kortrijk Koerse,recurring event,Q31,Belgium,,
Q112053405,"BONE - Performance Festival 2018, Bern",festival,Q70,Bern,,
Q117087496,[3P],festival,Q26793,Bergen,,
Q117087507,TextOUT,festival,Q26793,Bergen,,
Q2856346,Humo's Comedy Cup,recurring event,Q31,Belgium,1998-01-01,
Q112184603,PPP ProgrPerformancePlattform,festival,Q70,Bern,,
Q3130130,Procession of the Holy Blood in Bruges,recurring event,Q31,Belgium,,
Q114839858,Adriaen Brouwer Bierfeesten,party,Q31,Belgium,,
Q111983813,"BONE - Performance Festival 2008, Bern",festival,Q70,Bern,,
Q117284078,ADNAK!,festival,Q184,Belarus,,
Q122031279,Quirinus procession Loenhout,party,Q31,Belgium,,
Q2799112,Izegem Koers,recurring event,Q31,Belgium,,
Q115236255,Frie grupper festival,festival,Q26793,Bergen,,
Q112185875,PPP ProgrPerformancePlattform 2016,festival,Q70,Bern,,
Q1948068,Ensor Award,recurring event,Q31,Belgium,,
Q122030555,International horse procession Hakendover Tienen,party,Q31,Belgium,,
Q126487038,Manneken Pis dressing ceremony,ceremony,Q31,Belgium,,
Q2236734,Stadsprijs Geraardsbergen,recurring event,Q31,Belgium,,
Q2089965,Omloop Mandel-Leie-Schelde,recurring event,Q31,Belgium,,
Q28528220,Red & Blue,discothèque,Q31,Belgium,,
Q125213566,National Pilgrimage,ceremony,Q31,Belgium,,
Q112053263,"BONE - Performance Festival 2008, Bern",festival,Q70,Bern,,
Q80949,April Fools' Day,recurring event,Q31,Belgium,1564-01-01,
Q37940242,Le Coliseum,discothèque,Q31,Belgium,,
Q2087090,Club X,discothèque,Q31,Belgium,,
Q112052913,"BONE - Performance Festival 2006/2010/2011/2014/2019, Bern",festival,Q70,Bern,,
Q112054205,"BONE - Performance Festival 2017, Bern",festival,Q70,Bern,,
Q96650089,KIKK Festival,festival,Q31,Belgium,,
Q19974060,Happy House,discothèque,Q31,Belgium,,
Q117087516,Kulturdagene i Fana og Ytrebygda,festival,Q26793,Bergen,,
Q2423538,Antwerpse Havenpijl,recurring event,Q31,Belgium,,
Q4354765,Tour of Antwerp,recurring event,Q31,Belgium,,
Q4996129,Wieltjesfeesten,party,Q31,Belgium,,
Q118953344,Blankenberge Carnival,party,Q31,Belgium,,
Q112053441,"BONE - Performance Festival 2016, Bern",festival,Q70,Bern,,
Q81610,Mr Gay World,recurring event,Q31,Belgium,,
Q117087515,Never or Now,festival,Q26793,Bergen,,
Q112053296,"BONE - Performance Festival 2009, Bern",festival,Q70,Bern,,
Q1268418,Dwars door de Antwerpse Kempen,recurring event,Q31,Belgium,,
Q115236243,BIT/Bergen Internasjonale Teaterfestival,festival,Q26793,Bergen,,
Q117087526,BergArt,festival,Q26793,Bergen,,
Q2524862,Crazy Comedy Cover Contest,recurring event,Q31,Belgium,,
Q112054245,"BONE - Performance Festival 2001, Bern",festival,Q70,Bern,,
Q117087542,Nordisk Scenekunst mot Tusenårsskiftet,festival,Q26793,Bergen,,
Q130385162,Hope Happening,festival,Q31,Belgium,,
Q1547573,Grote Prijs Briek Schotte,recurring event,Q31,Belgium,,
Q1982882,Pumpkin day,recurring event,Q31,Belgium,,
Q117087493,Frontlosjen,festival,Q26793,Bergen,,
Q111963877,ACT Performance Art Festival 2003,festival,Q70,Bern,,
Q5312579,Dugu,ceremony,Q242,Belize,,
Q1879540,Heritage Day,recurring event,Q31,Belgium,,
Q117087524,Fattigdomsuken 2010,festival,Q26793,Bergen,,
Q115236236,216T - performancefestival,festival,Q26793,Bergen,,
Q117794100,Acht van Brasschaat,recurring event,Q31,Belgium,,
Q107574886,Sound Track,recurring event,Q31,Belgium,,
Q21490948,Omloop der Vlaamse Gewesten,recurring event,Q31,Belgium,1928-01-01,
Q134774353,Event:Wiki Loves Denderland/2025,recurring event,Q31,Belgium,2025-06-24,2025-09-30
Q106097078,Belarusian Military Exhibition,recurring event,Q184,Belarus,,
Q107422705,European March of Remembrance and Friendship,recurring event,Q31,Belgium,,
Q116033868,Grote Prijs Piet Vandoorsselaere,recurring event,Q31,Belgium,,
Q113839933,Marche des 600 Franchimontois,recurring event,Q31,Belgium,,
Q112659908,SfanCon,recurring event,Q31,Belgium,,
Q116181461,National Day of Acullico,recurring event,Q750,Bolivia,,
Q63315475,Museum Night Fever,recurring event,Q31,Belgium,,
Q96622031,Wiki Loves Folklore,recurring event,Q962,Benin,,
Q92579799,Wammekse Feesten,recurring event,Q31,Belgium,,
Q108172946,Last Post Ceremony,recurring event,Q31,Belgium,,
Q137516000,Mechelen Guild Jewel,recurring event,Q31,Belgium,,
Q5115569,West-Vlaamse Sluitingsprijs Zwevezele,recurring event,Q31,Belgium,,
Q97185727,TitanCon,recurring event,Q10686,Belfast,,
Q17354578,De Kustpijl,recurring event,Q31,Belgium,,
Q16069797,Tinekesfeesten Heule,recurring event,Q31,Belgium,,
Q107073590,Wiki Loves Pajottenland Zennevallei 2021,recurring event,Q31,Belgium,2021-07-01,2021-09-30
Q107453693,Trans* March,recurring event,Q31,Belgium,,
Q38964592,Día Nacional del Peatón y del Ciclista en defensa de la Madre Tierra,recurring event,Q750,Bolivia,2011-01-01,
Q108803788,Berlin Music Video Awards,recurring event,Q64,Berlin,,
Q116033862,Kemmel Koerse,recurring event,Q31,Belgium,,
Q112621590,Beneluxcon,recurring event,Q31,Belgium,,
Q123331690,"Casa Europea 1, 1994",recurring event,Q31,Belgium,,
Q116033863,Heusden Koers,recurring event,Q31,Belgium,,
Q126940977,Event:Wiki Loves Denderland,recurring event,Q31,Belgium,,
Q112033258,Republican Festival of National Cultures,festival occurrence,Q184,Belarus,,
Q116033866,Kortemark Koerse,recurring event,Q31,Belgium,,
Q15991824,Grand Prix Beeckman-De Caluwé,recurring event,Q31,Belgium,,
Q111462551,Minsk Dialogue Council on International Relations,recurring event,Q184,Belarus,,
Q50414249,Open Belgium,recurring event,Q31,Belgium,,
Q125874444,Beacon,recurring event,Q31,Belgium,,
Q115170429,Boektopia,recurring event,Q31,Belgium,,
Q136050930,Trinidad Pride,recurring event,Q750,Bolivia,,
Q138172086,European Industry Summit,recurring event,Q31,Belgium,,
Q108770696,Wiki Loves Monuments in Bolivia,recurring event,Q750,Bolivia,,
Q115153874,Grote Prijs van de Wase Polders,recurring event,Q31,Belgium,,
Q15874171,Day of Agriculture,recurring event,Q31,Belgium,,
Q112486235,ADFC-Sternfahrt Berlin,recurring event,Q64,Berlin,,
Q116033865,Criterium SD Worx,recurring event,Q31,Belgium,,
Q115160954,Slorarock,recurring event,Q31,Belgium,,
Q30612298,Rajyotsava Awards,recurring event,Q1355,Bengaluru,,
Q117794211,Kampioenschap van Limburg,recurring event,Q31,Belgium,,
Q115154411,KAJ-KWB Prijs,recurring event,Q31,Belgium,,
Q129198556,Live is Live,recurring event,Q31,Belgium,,
Q15875465,Grote Prijs Lucien Van Impe,recurring event,Q31,Belgium,,
Q54202417,XII Republican Festival of National Cultures,festival occurrence,Q184,Belarus,,
Q7354740,Rock Werchter 2010,festival occurrence,Q31,Belgium,,
Q19206998,Normandy Format,recurring event,Q64,Berlin,,
Q42165678,Septennial Virga Jesse festivities in Hasselt,recurring event,Q31,Belgium,,
Q20823612,Streitraum,recurring event,Q64,Berlin,,
Q2613396,Eurovision Young Musicians 1992,festival occurrence,Q31,Belgium,,1992-06-09
Q23925671,Comiciade,recurring event,Q31,Belgium,,
Q31190698,PEKO,recurring event,Q31,Belgium,,
Q124221051,Art Antwerp,recurring event,Q31,Belgium,,
Q115154531,Puivelde Koerse,recurring event,Q31,Belgium,,
Q9697538,Carnaval de Florianópolis,recurring event,Q155,Brazil,,
Q16497294,Bauernfest,festival,Q155,Brazil,,
Q4968603,Brisbane Pride Festival,recurring event,Q34932,Brisbane,,
Q127335869,Buenos Aires Celebra País Vasco 2021,festival occurrence,Q1486,Buenos Aires,,
Q116821895,Budapest Pride Festival 2022,festival,Q1781,Budapest,2022-06-24,2022-07-24
Q4968595,Brisbane Open House,festival,Q34932,Brisbane,,
Q109530554,tuSeo,festival,Q3844,Brazzaville,,
Q24969549,The Miracle of 1511,festival,Q239,Brussels,,
Q4958900,"Brazilian presidential election debates, 2010",recurring event,Q155,Brazil,,
